func_100011_g,getIsPotionDurationMax
func_174814_R,isSilent
func_174815_a,applyEnchantments
func_174816_a,verifyExplosion
func_174817_o,setCommandStats
func_174818_b,getDistanceSq
func_174820_d,replaceItemInInventory
func_174821_h,setOutsideBorder
func_174822_a,rayTrace
func_174823_aP,getHoverEvent
func_174824_e,getPositionEyes
func_174826_a,setEntityBoundingBox
func_174827_a,isSpectatedByPlayer
func_174828_a,moveToBlockPosAndAngles
func_174829_m,resetPositionToBB
func_174830_Y,spawnRunningParticles
func_174831_c,getDistanceSqToCenter
func_174832_aS,isOutsideBorder
func_174833_aM,getAlwaysRenderNameTag
func_174845_l,init
func_174846_a,setBlockPos
func_174856_o,updateBoundingBox
func_174857_n,getHangingPosition
func_174859_a,updateFacingWithBoundingBox
func_174862_a,createKnot
func_174863_b,getKnotForPosition
func_174864_a,setDisplayedItemWithUpdate
func_174865_a,setRotation
func_174866_q,getAnalogOutput
func_174867_a,setPickupDelay
func_174868_q,setNoPickupDelay
func_174869_p,setDefaultPickupDelay
func_174870_v,makeFakeItem
func_174871_r,setInfinitePickupDelay
func_174872_o,getAge
func_174873_u,setNoDespawn
func_174874_s,cannotPickup
func_174875_k,getGuiID
func_174876_a,createContainer
func_174877_v,getPos
func_174878_a,setPos
func_174880_d,getStats
func_174882_b,executeCommand
func_174884_b,updateGameprofile
func_174885_b,setField
func_174886_c,closeInventory
func_174887_a_,getField
func_174888_l,clear
func_174889_b,openInventory
func_174890_g,getFieldCount
func_174891_i,getLockCode
func_174892_a,setLockCode
func_174893_q_,isLocked
func_174894_a,addItem
func_174897_t,getDisplayTile
func_174898_m,getMaximumSpeed
func_174899_a,setDisplayTile
func_174902_m,createFilledSlotsArray
func_174903_a,isBurning
func_174904_a,getCookTime
func_174907_n,getBeamSegments
func_174908_m,updateBeacon
func_174910_a,setNeighbor
func_174911_a,getAdjacentChest
func_174912_b,isChestAt
func_174914_o,mayTransfer
func_174915_a,pullItemFromSlot
func_174916_c,insertStack
func_174917_b,isInventoryEmpty
func_174918_a,putStackInInventoryAllSlots
func_174919_a,isInventoryFull
func_174920_a,canInsertItemInSlot
func_174921_b,canExtractItemFromSlot
func_174922_i,getWidth
func_174923_h,getHeight
func_174925_a,clearMatchingItems
func_174926_d,getOffsetZ
func_174927_b,getPistonState
func_174928_c,getOffsetY
func_174929_b,getOffsetX
func_174930_e,getFacing
func_174935_a,restoreLastBlurMipmap
func_174936_b,setBlurMipmap
func_174937_a,setBlurMipmapDirect
func_174942_a,registerSprite
func_174943_a,loadSprites
func_174944_f,getMissingSprite
func_174951_a,getMissingModel
func_174952_b,getTextureMap
func_174953_a,getModel
func_174954_c,getBlockModelShapes
func_174959_b,notifyLightSet
func_174962_a,getViewVector
func_174963_q,generateStars
func_174964_o,generateSky2
func_174965_a,cleanupDamagedBlocks
func_174966_b,makeEntityOutlineShader
func_174967_a,updateChunks
func_174968_a,renderSky
func_174969_t,postRenderDamagedBlocks
func_174970_a,setupTerrain
func_174971_n,updateDestroyBlockIcons
func_174972_a,spawnParticle
func_174974_b,spawnEntityFX
func_174975_c,renderEntityOutlineFramebuffer
func_174976_a,renderSky
func_174977_a,renderBlockLayer
func_174978_c,getVisibleFacings
func_174979_m,setDisplayListEntitiesDirty
func_174980_p,generateSky
func_174981_a,drawBlockDamageTexture
func_174982_a,renderBlockLayer
func_174984_a,fixTerrainFrustum
func_174985_d,isRenderEntityOutlines
func_174986_e,stopChunkUpdates
func_175016_a,renderBlockBrightness
func_175018_a,renderBlock
func_175019_b,getBlockModelRenderer
func_175020_a,renderBlockDamage
func_175023_a,getBlockModelShapes
func_175029_a,registerBlock
func_175030_a,renderItemOverlays
func_175031_a,registerBlock
func_175032_a,renderQuads
func_175033_a,renderQuad
func_175035_a,renderModel
func_175036_a,renderModel
func_175037_a,getItemModelMesher
func_175038_a,putQuadNormal
func_175039_a,isNotRenderingEffectsInGUI
func_175041_b,registerItems
func_175042_a,renderItemIntoGUI
func_175045_a,renderModel
func_175047_a,registerItem
func_175048_a,registerItem
func_175050_a,shouldRenderItemIn3D
func_175063_a,drawStringWithShadow
func_175064_b,getColorCode
func_175065_a,drawString
func_175066_a,loadEntityShader
func_175068_a,renderWorldPass
func_175069_a,loadShader
func_175070_n,isDrawBlockOutline
func_175071_c,switchUseShader
func_175072_h,disableLightmap
func_175085_a,getSoundMap
func_175086_a,handleResourcePackStatus
func_175087_a,handleAnimation
func_175088_a,handleSpectate
func_175089_a,setPlayerLocation
func_175093_a,handleWorldBorder
func_175094_a,handleCamera
func_175095_a,handleResourcePack
func_175096_a,handlePlayerListHeaderFooter
func_175098_a,handleCombatEvent
func_175099_a,handleTitle
func_175101_a,handleServerDifficulty
func_175102_a,getPlayerInfo
func_175104_a,getPlayerInfo
func_175105_e,getGameProfile
func_175106_d,getPlayerInfoMap
func_175108_a,triggerNote
func_175109_g,initializeBannerData
func_175110_d,getColorList
func_175111_b,getBaseColor
func_175112_a,setItemValues
func_175113_c,getPatterns
func_175114_c,getPatternList
func_175115_b,getBaseColor
func_175116_e,getPatternResourceLocation
func_175117_e,removeBannerData
func_175124_c,getCommandResultStats
func_175131_l,getBlock
func_175133_bi,resetPotionEffectMetadata
func_175134_bD,getJumpUpwardsMotion
func_175135_B,updatePotionMetadata
func_175136_bO,markPotionsDirty
func_175137_e,giveTeamKillScores
func_175138_ci,getXPSeed
func_175139_a,setRenderOffsetForSleep
func_175140_cp,hasReducedDebug
func_175141_a,openEditSign
func_175142_cm,isAllowEdit
func_175143_p,isInBed
func_175144_cb,isUser
func_175145_a,takeStat
func_175146_a,canOpen
func_175147_b,getOfflineUUID
func_175148_a,isWearing
func_175149_v,isSpectator
func_175150_k,setReducedDebug
func_175151_a,canPlayerEdit
func_175154_l,getSkinType
func_175155_b,getPlayerInfo
func_175156_o,getFovModifier
func_175158_f,setServerBrand
func_175159_q,closeScreenAndDropStack
func_175160_A,isCurrentViewEntity
func_175161_p,onUpdateWalkingPlayer
func_175162_d,isOpenBlockSpace
func_175163_u,sendHorseInventory
func_175173_a,sendAllWindowProperties
func_175174_a,drawTexturedModalRect
func_175175_a,drawTexturedModalRect
func_175176_b,renderExpBar
func_175177_a,setDefaultTitlesTimes
func_175178_a,displayTitle
func_175179_f,getFontRenderer
func_175180_a,renderGameOverlay
func_175181_h,getTabList
func_175185_b,renderDemo
func_175186_a,renderHorseJumpBar
func_175187_g,getSpectatorGui
func_175188_a,setRecordPlaying
func_175202_a,addLine
func_175203_a,setCentered
func_175205_a,setValidator
func_175206_d,getId
func_175207_a,setGuiResponder
func_175211_a,setWidth
func_175212_b,setValue
func_175213_c,buildDisplayString
func_175217_d,getSliderPosition
func_175218_a,setSliderValue
func_175219_a,setSliderPosition
func_175220_c,getSliderValue
func_175221_e,getDisplayString
func_175229_b,setLocked
func_175230_c,isLocked
func_175232_g,getHeight
func_175237_a,renderDebugInfo
func_175238_c,getDebugInfoRight
func_175239_b,renderDebugInfoRight
func_175240_a,bytesToMb
func_175243_a,getPlayerName
func_175244_b,setHeader
func_175245_a,drawPing
func_175246_a,updatePlayerList
func_175247_a,drawScoreboardValues
func_175248_a,setFooter
func_175249_a,renderPlayerlist
func_175257_a,onSpectatorMenuClosed
func_175258_a,renderPage
func_175259_b,onMouseScroll
func_175260_a,onHotbarSelected
func_175261_b,onMiddleClick
func_175262_a,isMenuActive
func_175263_a,renderSelectedItem
func_175264_a,renderTooltip
func_175265_c,getHotbarAlpha
func_175266_a,renderSlot
func_175272_a,handleComponentHover
func_175273_b,onResize
func_175274_a,setText
func_175275_f,sendChatMessage
func_175276_a,handleComponentClick
func_175277_d,isKeyComboCtrlX
func_175278_g,isKeyComboCtrlA
func_175279_e,isKeyComboCtrlV
func_175280_f,isKeyComboCtrlC
func_175281_b,sendChatMessage
func_175282_a,openWebLink
func_175283_s,isAltKeyDown
func_175288_g,markChanged
func_175299_g,canSelectCurWorldType
func_175304_a,updateButtonValidity
func_175305_g,hasValidSelection
func_175318_a,getText
func_175319_a,setEntryValue
func_175320_a,setEntryValue
func_175321_a,setEntryValue
func_175322_b,enterConfirmation
func_175323_a,saveValues
func_175324_a,loadValues
func_175325_f,createPagedList
func_175326_g,restoreDefaults
func_175327_a,modifyFocusValue
func_175328_i,updatePageControls
func_175329_a,setConfirmationControls
func_175330_b,getFormattedValue
func_175331_h,exitConfirmation
func_175354_a,registerPreset
func_175355_a,getDifficultyText
func_175358_a,getMessage
func_175366_f,initLists
func_175371_a,getTexture
func_175378_g,updateActivePotionEffects
func_175381_h,getCookProgressScaled
func_175382_i,getBurnLeftScaled
func_175385_b,getClickedComponentAt
func_175388_a,updateCmdOutput
func_175391_a,moveServerUp
func_175392_a,canMoveUp
func_175393_b,moveServerDown
func_175394_b,canMoveDown
func_175396_E,getTabListDisplayName
func_175397_a,loadResourcePack
func_175398_C,getSpectatingEntity
func_175399_e,setSpectatingEntity
func_175400_cq,canPlayersAttack
func_175402_q,getShowArms
func_175403_w,getLeftLegRotation
func_175404_u,getLeftArmRotation
func_175405_c,setLeftArmRotation
func_175406_a,damageArmorStand
func_175407_x,getRightLegRotation
func_175408_t,getBodyRotation
func_175409_C,dropContents
func_175410_n,isSmall
func_175411_v,getRightArmRotation
func_175412_z,playParticles
func_175413_k,setShowArms
func_175414_r,hasNoBasePlate
func_175415_a,setHeadRotation
func_175416_h,writePoseToNBT
func_175417_e,setLeftLegRotation
func_175418_s,getHeadRotation
func_175419_y,readPoseFromNBT
func_175420_a,setSmall
func_175421_A,dropBlock
func_175424_b,setBodyRotation
func_175426_l,setNoBasePlate
func_175427_f,setRightLegRotation
func_175428_d,setRightArmRotation
func_175445_a,updateEquipmentIfNeeded
func_175446_cd,isAIDisabled
func_175447_b,getNewNavigator
func_175448_a,canEquipItem
func_175449_a,setHomePosAndDistance
func_175451_e,dealDamage
func_175453_cd,getFireballStrength
func_175454_a,setAttacking
func_175456_n,applyEntityAI
func_175457_ck,isAngry
func_175461_cl,isElder
func_175463_b,setTargetedEntity
func_175464_ck,getAttackDuration
func_175465_cm,setElder
func_175466_co,getTargetedEntity
func_175467_a,setElder
func_175468_a,isSyncedFlagSet
func_175469_o,getSpikesAnimation
func_175471_a,getTailAnimation
func_175472_n,isMoving
func_175473_a,setSyncedFlag
func_175474_cn,hasTargetedEntity
func_175476_l,setMoving
func_175477_p,getAttackAnimationScale
func_175489_ck,getHeldBlockState
func_175490_a,setHeldBlockState
func_175493_co,incrementDroppedSkulls
func_175495_n,isSpawnedByPlayer
func_175496_a,setSpawnedByPlayer
func_175500_n,onGrowingAdult
func_175501_a,ageUp
func_175505_a,consumeItemFromStack
func_175507_cI,hasTexture
func_175509_cj,getFleeceColor
func_175510_a,getRandomSheepColor
func_175511_a,getDyeColorMixFromParents
func_175512_b,setFleeceColor
func_175513_a,getDyeRgb
func_175515_b,setMovementSpeed
func_175517_cu,checkLandingDelay
func_175518_cr,enableJumpControl
func_175520_cs,disableJumpControl
func_175521_o,setJumpCompletion
func_175525_a,isRabbitBreedingItem
func_175528_cn,createEatingParticles
func_175529_r,setRabbitType
func_175530_ct,updateMoveTypeDuration
func_175531_cl,getRabbitType
func_175533_a,calculateRotationYaw
func_175534_cv,isCarrotEaten
func_175544_ck,setupTamedAI
func_175546_cu,getCollarColor
func_175547_a,setCollarColor
func_175549_o,setIsWillingToMate
func_175550_n,getIsWillingToMate
func_175551_co,getVillagerInventory
func_175552_ct,setAdditionalAItasks
func_175553_cp,hasEnoughFoodToBreed
func_175554_cu,populateBuyingList
func_175555_cq,canAbondonItems
func_175556_cs,isFarmItemInInventory
func_175557_cr,wantsMoreFood
func_175558_a,canVillagerPickupItem
func_175559_s,hasEnoughItems
func_175567_n,hasMovementVector
func_175568_b,setMovementVector
func_175569_a,isDateAroundHalloween
func_175571_m,shouldTrackOutput
func_175572_n,getCommandResultStats
func_175573_a,setTrackOutput
func_175574_a,tryOpenEditCommandBlock
func_175576_a,getEntityFromUuid
func_175577_aI,getNetworkCompressionThreshold
func_175578_N,isAnvilFileSet
func_175579_a,isBlockProtected
func_175580_aG,getMaxWorldSize
func_175581_ab,getResourcePackHash
func_175582_h,createNewCommandManager
func_175583_aK,getServerThread
func_175584_a,setResourcePackFromWorld
func_175586_a,callFromMainThread
func_175587_aJ,getCurrentTime
func_175593_aQ,getMaxTickTime
func_175594_ao,setWindowIcon
func_175597_ag,getItemRenderer
func_175598_ae,getRenderManager
func_175599_af,getRenderItem
func_175600_c,getVersion
func_175601_h,updateDisplay
func_175602_ab,getBlockRendererDispatcher
func_175603_A,scheduleResourcesRefresh
func_175604_i,checkWindowResize
func_175605_an,setInitialDisplayMode
func_175606_aa,getRenderViewEntity
func_175607_a,setRenderViewEntity
func_175608_ak,registerMetadataSerializers
func_175609_am,createDisplay
func_175610_ah,getDebugFPS
func_175623_d,isAirBlock
func_175624_G,getWorldType
func_175625_s,getTileEntity
func_175626_b,getCombinedLight
func_175627_a,getStrongPower
func_175628_b,getLightFor
func_175629_a,getLightForExt
func_175636_b,isAnyPlayerWithinRangeAt
func_175638_a,getRawLight
func_175639_b,isAreaLoaded
func_175640_z,isBlockPowered
func_175641_c,addBlockEvent
func_175642_b,getLightFor
func_175643_b,init
func_175644_a,getEntities
func_175645_m,getHeight
func_175646_b,markChunkDirty
func_175647_a,getEntitiesWithinAABB
func_175648_a,isAreaLoaded
func_175649_E,getDifficultyForLocation
func_175650_b,loadEntities
func_175651_c,getRedstonePower
func_175652_B,setSpawnPoint
func_175653_a,setLightFor
func_175654_a,updateBlockTick
func_175655_b,destroyBlock
func_175656_a,setBlockState
func_175657_ab,getSkylightSubtracted
func_175658_ac,getLastLightningBolt
func_175659_aa,getDifficulty
func_175660_a,isBlockModifiable
func_175661_b,getPlayers
func_175662_w,canBlockFreezeNoWater
func_175663_a,isAreaLoaded
func_175664_x,checkLight
func_175665_u,isBlockFullCube
func_175666_e,updateComparatorOutputLevel
func_175667_e,isBlockLoaded
func_175668_a,isBlockLoaded
func_175669_a,playBroadcastSound
func_175670_e,canBlockFreeze
func_175671_l,getLightFromNeighbors
func_175672_r,getTopSolidOrLiquidBlock
func_175673_a,isInsideBorder
func_175674_a,getEntitiesInAABBexcluding
func_175675_v,canBlockFreezeWater
func_175676_y,getStrongPower
func_175677_d,isBlockNormalCube
func_175678_i,canSeeSky
func_175679_n,notifyLightSet
func_175680_a,isChunkLoaded
func_175681_c,unloadEntities
func_175682_a,spawnParticle
func_175684_a,scheduleUpdate
func_175685_c,notifyNeighborsOfStateChange
func_175687_A,isBlockIndirectlyGettingPowered
func_175688_a,spawnParticle
func_175690_a,setTileEntity
func_175691_a,isBlockTickPending
func_175692_b,setSkylightSubtracted
func_175693_T,getMapStorage
func_175694_M,getSpawnPoint
func_175695_a,notifyNeighborsOfStateExcept
func_175696_F,isWater
func_175697_a,isAreaLoaded
func_175698_g,setBlockToAir
func_175699_k,getLight
func_175700_a,addTileEntity
func_175701_a,isValid
func_175702_c,setLastLightningBolt
func_175704_b,markBlockRangeForRenderUpdate
func_175705_a,getLightFromNeighborsFor
func_175706_a,isAreaLoaded
func_175707_a,isAreaLoaded
func_175708_f,canSnowAt
func_175709_b,isSidePowered
func_175710_j,canBlockSeeSky
func_175711_a,isAreaLoaded
func_175712_a,getPendingBlockUpdates
func_175713_t,removeTileEntity
func_175714_ae,getVillageCollection
func_175715_c,sendBlockBreakProgress
func_175716_a,canBlockBePlaced
func_175718_b,playEvent
func_175719_a,extinguishFire
func_175720_a,spawnParticle
func_175721_c,getLight
func_175722_b,notifyNeighborsRespectDebug
func_175723_af,getWorldBorder
func_175724_o,getLightBrightness
func_175725_q,getPrecipitationHeight
func_175726_f,getChunkFromBlockCoords
func_175727_C,isRainingAt
func_175732_a,canCreatureTypeSpawnHere
func_175733_a,getEntityFromUuid
func_175734_a,getSpawnListEntryForTypeAt
func_175735_ai,canSpawnAnimals
func_175736_a,adjustPosToNearbyEntity
func_175737_aj,setDebugWorldSettings
func_175738_ah,canSpawnNPCs
func_175739_a,spawnParticle
func_175744_a,fromColorIndex
func_175745_c,lowercaseAlpha
func_175746_b,getColorIndex
func_175750_a,addBlockInfo
func_175755_a,parseInt
func_175756_a,parseDouble
func_175757_a,parseBlockPos
func_175760_a,parseLong
func_175761_b,parseDouble
func_175762_a,getListOfStringsMatchingLastWord
func_175764_a,parseInt
func_175765_c,parseDouble
func_175766_b,parseLong
func_175767_a,parseCoordinate
func_175769_b,parseDouble
func_175770_a,parseCoordinate
func_175771_a,getTabCompletionCoordinate
func_175783_e,getSlotForShortcut
func_175786_a,tryExecute
func_175787_b,notifyPostProcessAt
func_175788_a,isValidForPostProcess
func_175789_b,create
func_175793_a,canReplaceBlock
func_175794_a,generateStructure
func_175795_b,isInsideStructure
func_175796_a,isPositionInStructure
func_175797_c,getStructureAt
func_175798_a,isSwampHut
func_175799_b,getScatteredFeatureSpawnList
func_175804_a,fillWithBlocks
func_175807_a,getBlockStateFromPos
func_175808_b,replaceAirAndLiquidDownwards
func_175809_a,randomlyPlaceBlock
func_175811_a,setBlockState
func_175812_a,findStairs
func_175813_a,findCrossing
func_175814_a,findCorridorSize
func_175817_a,spawnElder
func_175818_a,doesChunkIntersect
func_175819_a,generateBoxOnFillOnly
func_175820_a,getRoomIndex
func_175821_a,generateDefaultFloor
func_175835_e,generateLowerWall
func_175836_a,generateRoomGraph
func_175837_c,generateEntranceWall
func_175838_g,generateUpperWall
func_175839_b,generateEntranceArchs
func_175840_a,generateWing
func_175841_d,generateRoofPiece
func_175842_f,generateMiddleWall
func_175847_a,getBiomeSpecificBlockState
func_175848_a,findPieceBox
func_175849_a,createPiece
func_175850_a,createPiece
func_175851_a,createPiece
func_175852_a,createPiece
func_175853_a,createPiece
func_175854_a,createPiece
func_175855_a,createPiece
func_175856_a,findPieceBox
func_175857_a,createPiece
func_175858_a,createPiece
func_175859_a,createPiece
func_175860_a,createPiece
func_175861_a,createPiece
func_175862_a,createPiece
func_175863_a,createPiece
func_175864_a,createPiece
func_175865_a,createPiece
func_175866_a,createPiece
func_175867_a,createPiece
func_175868_a,createPiece
func_175869_a,findPieceBox
func_175870_a,generateAndAddPiece
func_175871_a,generatePiece
func_175872_a,createPiece
func_175873_a,createPiece
func_175874_a,createPiece
func_175875_a,createPiece
func_175876_a,createPiece
func_175877_a,createPiece
func_175878_a,createPiece
func_175879_a,createPiece
func_175880_a,createPiece
func_175881_a,createPiece
func_175882_a,createPiece
func_175883_a,createPiece
func_175884_a,createPiece
func_175885_a,createPiece
func_175887_b,findAndCreateBridgePieceFactory
func_175896_b,getLength
func_175897_a,getComponentToAddBoundingBox
func_175898_b,isVecInside
func_175899_a,createProper
func_175900_c,getLayerMaterial
func_175903_a,setBlockAndNotifyAdequately
func_175904_e,setDecorationDefaults
func_175914_a,setGeneratedBlock
func_175921_a,setDirtAt
func_175924_b,placeLeafAt
func_175925_a,growLeavesLayerStrict
func_175926_c,isSpaceAt
func_175927_a,ensureDirtsUnderneath
func_175928_b,growLeavesLayer
func_175929_a,ensureGrowable
func_175930_c,createCrown
func_175933_b,placePodzolCircle
func_175934_c,placePodzolAt
func_175935_b,getGreatestDistance
func_175936_a,checkBlockLine
func_175937_a,limb
func_175938_b,getLogAxis
func_175939_d,generateLeafNodeBases
func_175940_a,generateLeafNode
func_175941_b,generateLeaves
func_175942_c,generateTrunk
func_175953_c,generateAndAddPiece
func_175954_a,findAndCreatePieceFactory
func_175955_b,generatePieceFromSmallDoor
func_175957_a,setConnection
func_175958_a,updateOpenings
func_175959_a,findSource
func_175960_c,countOpenings
func_175961_b,isSpecial
func_175968_a,create
func_175969_a,fits
func_175970_a,registerOceanMonumentPieces
func_176052_a,getMapPacket
func_176053_a,updateMapData
func_176054_a,calculateMapCenter
func_176055_c,checkDoorExistence
func_176056_a,getNearestVillage
func_176057_e,positionInList
func_176058_f,isWoodDoor
func_176059_d,addToNewDoorsList
func_176060_a,addToVillagerPositionList
func_176061_a,countBlocksCanSeeSky
func_176062_a,fileNameForProvider
func_176065_a,findAndCreateComponentFactory
func_176066_d,generateAndAddComponent
func_176067_c,generateComponent
func_176069_e,generateAndAddRoadPiece
func_176071_a,glBufferData
func_176072_g,glBindBuffer
func_176073_e,glGenBuffers
func_176074_g,glDeleteBuffers
func_176075_f,useVbo
func_176101_a,getPacket
func_176102_a,update
func_176110_a,getType
func_176111_d,getRotation
func_176112_b,getX
func_176113_c,getY
func_176118_b,setBorderLerpTarget
func_176119_g,setHardcore
func_176120_C,getBorderCenterX
func_176121_c,setAllowCommands
func_176122_j,setBorderWarningDistance
func_176123_z,isDifficultyLocked
func_176124_d,getBorderCenterX
func_176125_f,setBorderDamagePerBlock
func_176126_D,getBorderCenterZ
func_176127_a,populateFromWorldSettings
func_176128_f,setMapFeaturesEnabled
func_176129_e,setBorderSafeZone
func_176130_y,getDifficulty
func_176131_J,getBorderWarningDistance
func_176132_G,getBorderLerpTarget
func_176133_A,getCleanWeatherTime
func_176134_F,getBorderLerpTime
func_176135_e,setBorderLerpTime
func_176136_k,setBorderWarningTime
func_176137_E,getBorderSize
func_176138_H,getBorderSafeZone
func_176139_K,getBorderWarningTime
func_176140_I,getBorderDamagePerBlock
func_176141_c,getBorderCenterZ
func_176142_i,setCleanWeatherTime
func_176143_a,setSpawn
func_176144_a,setDifficulty
func_176145_a,setBorderSize
func_176159_a,openPoint
func_176163_a,postProcess
func_176193_a,canReplace
func_176194_O,getBlockState
func_176195_g,getBlockHardness
func_176196_c,canPlaceBlockAt
func_176197_a,modifyAcceleration
func_176198_a,canPlaceBlockOnSide
func_176199_a,onEntityWalk
func_176200_f,isReplaceable
func_176201_c,getMetaFromState
func_176203_a,getStateFromMeta
func_176205_b,isPassable
func_176206_d,onBlockDestroyedByPlayer
func_176208_a,onBlockHarvested
func_176209_a,canCollideCheck
func_176210_f,getStateId
func_176211_b,getStrongPower
func_176212_b,isBlockSolid
func_176213_c,onBlockAdded
func_176214_u,causesSuffocation
func_176215_a,registerBlock
func_176216_a,onLanded
func_176218_Q,getOffsetType
func_176219_a,registerBlock
func_176220_d,getStateById
func_176221_a,getActualState
func_176223_P,getDefaultState
func_176224_k,fillWithRain
func_176225_a,shouldSideBeRendered
func_176226_b,dropBlockAsItem
func_176232_d,getSaplingDropChance
func_176233_b,getWoodType
func_176234_a,dropApple
func_176235_d,destroy
func_176253_e,canConnectTo
func_176260_a,calculateState
func_176261_e,checkForDrop
func_176262_b,notifyNeighbors
func_176267_a,getPropertyFor
func_176268_d,getNumGrownFaces
func_176269_e,recheckGrownSides
func_176281_b,getFacing
func_176282_a,getMetaForFacing
func_176286_e,notifyHook
func_176287_c,isConnectedTo
func_176288_d,updateState
func_176311_e,tryAbsorb
func_176312_d,absorb
func_176314_e,checkAndDropBlock
func_176316_e,checkForMove
func_176317_b,getFacing
func_176318_b,shouldBeExtended
func_176319_a,doMove
func_176322_b,getFacing
func_176328_e,checkForDrop
func_176329_d,canBlockStay
func_176337_b,colorMultiplier
func_176338_e,updateSurroundingRedstone
func_176339_d,isPowerSourceAt
func_176340_e,canConnectUpwardsTo
func_176341_c,getAttachPosition
func_176342_a,getMaxCurrentStrength
func_176343_a,canConnectTo
func_176344_d,notifyWireNeighborsOfStateChange
func_176345_a,calculateCurrentChanges
func_176346_d,canConnectUpwardsTo
func_176352_d,activate
func_176353_e,checkForDrop
func_176354_d,canBlockStay
func_176361_a,getFlowingBlock
func_176363_b,getStaticBlock
func_176364_g,shouldRenderSides
func_176365_e,checkForMixing
func_176368_m,getCanBlockBurn
func_176369_e,isSurroundingBlockFlammable
func_176370_f,updateLiquid
func_176371_a,checkAdjacentBlock
func_176372_g,isBlocked
func_176373_h,canFlowInto
func_176374_a,getSlopeDistance
func_176375_a,tryFlowInto
func_176376_e,getPossibleFlowDirections
func_176377_d,canContainSilverfish
func_176381_b,canBlockStay
func_176388_T,getGolemPattern
func_176389_S,getGolemBasePattern
func_176390_d,canDispenserPlace
func_176391_l,getSnowmanPattern
func_176392_j,getSnowmanBasePattern
func_176397_f,calculateInputStrength
func_176398_g,updateState
func_176399_m,getTickDelay
func_176400_h,notifyNeighbors
func_176401_c,getPowerOnSide
func_176402_i,isFacingTowardsRepeater
func_176403_d,getDelay
func_176404_e,shouldBePowered
func_176405_b,isLocked
func_176406_l,isPowered
func_176407_c,getPowerOnSides
func_176408_a,getActiveSignal
func_176409_d,canBlockStay
func_176414_j,getWitherBasePattern
func_176415_b,canDispenserPlace
func_176416_l,getWitherPattern
func_176427_e,updateState
func_176428_b,getFacing
func_176431_a,insertRecord
func_176438_e,setDefaultDirection
func_176439_d,dispense
func_176442_d,getTileEntity
func_176445_e,setDefaultFacing
func_176446_a,setState
func_176450_d,updateColorAsync
func_176453_o,isOcelotSittingOnChest
func_176454_e,isDoubleChest
func_176455_e,checkForSurroundingChests
func_176456_n,isBelowSolidBlock
func_176457_m,isBlocked
func_176458_f,correctFacing
func_176460_j,calculateOutput
func_176461_a,findItemFrame
func_176462_k,onStateChange
func_176468_a,getSafeExitLocation
func_176469_d,hasRoomForPlayer
func_176470_e,getPlayerInBed
func_176473_a,canGrow
func_176474_b,grow
func_176475_e,checkAndDropBlock
func_176476_e,generateTree
func_176477_a,isTypeAt
func_176478_d,grow
func_176481_j,getSeedItem
func_176482_g,growStem
func_176485_d,generateBigMushroom
func_176487_g,grow
func_176489_b,onHarvest
func_176491_a,placeAt
func_176494_l,getTypeProperty
func_176495_j,getBlockType
func_176499_e,canBlockStay
func_176500_f,dropBlock
func_176502_a_,onEndFalling
func_176503_e,checkFallable
func_176509_j,getItem
func_176510_b,removeHalfBit
func_176511_f,getFacing
func_176512_a,toggleDoor
func_176514_f,isOpen
func_176515_e,combineMetadata
func_176516_g,isOpen
func_176517_h,getFacing
func_176518_i,isTop
func_176524_e,canConnectTo
func_176529_d,hasCrops
func_176530_e,hasWater
func_176532_c,getFlammability
func_176533_e,canNeighborCatchFire
func_176534_d,getEncouragement
func_176535_e,canCatchFire
func_176536_a,catchOnFire
func_176537_d,canDie
func_176538_m,getNeighborEncouragement
func_176548_d,trySpawnPortal
func_176549_a,getMetaForAxis
func_176551_l,getVariantProperty
func_176552_j,isDouble
func_176560_l,getShapeProperty
func_176562_d,isRailBlock
func_176563_d,isRailBlock
func_176564_a,updateDir
func_176566_a,findPoweredRailSignal
func_176567_a,isSameRailWithPower
func_176570_e,updatePoweredState
func_176571_a,findMinecarts
func_176572_a,getDectectionBox
func_176575_a,setRedstoneStrength
func_176576_e,getRedstoneStrength
func_176577_m,canBePlacedOn
func_176578_d,updateNeighbors
func_176582_b,notifyNeighbors
func_176583_e,checkForDrop
func_176586_d,canBlockStay
func_176588_d,canBlockStay
func_176590_a,setWaterLevel
func_176592_e,onNeighborChangeInternal
func_176593_f,checkForDrop
func_176594_d,canPlaceOn
func_176595_b,canPlaceAt
func_176597_g,shouldBeOff
func_176598_a,isBurnedOut
func_176604_a,makeAtlasSprite
func_176610_l,getName
func_176612_a,getMetadata
func_176613_a,byMetadata
func_176614_c,getUnlocalizedName
func_176624_a,getMetadata
func_176625_a,byMetadata
func_176627_c,getUnlocalizedName
func_176642_a,getMetadata
func_176643_a,byMetadata
func_176644_c,getUnlocalizedName
func_176657_a,getMetadata
func_176659_c,getUnlocalizedName
func_176660_a,byMetadata
func_176673_a,byMetadata
func_176675_a,getMetadata
func_176676_c,getUnlocalizedName
func_176685_d,getUnlocalizedName
func_176686_a,byMetadata
func_176687_c,getMapColor
func_176688_a,getMetadata
func_176716_d,getPlane
func_176717_a,byName
func_176719_a,getName2
func_176720_b,isVertical
func_176722_c,isHorizontal
func_176730_m,getDirectionVec
func_176731_b,getHorizontal
func_176732_a,rotateAround
func_176733_a,fromAngle
